scientificName,decimalLatitude,decimalLongitude
Asplenium_herpetopteris_acutipinnata,-18.2833333,45.55
Pteris_cretica,-18.28333,45.53333
Cyrtomium_caryotideum_micropterum,-18.28333,45.53333
Cyathea_remotifolia,-18.28333,45.53333
Pellaea_pectiniformis,-18.28333,45.55
Trichomanes_cupressoides,-18.28333,45.55
Ptisana_fraxinea,-18.28333,45.55
Osmunda_regalis,-18.2819445,48.2561111
Thelypteris_interrupta,-18.2819445,48.2561111
Dicranopteris_linearis,-18.2780556,48.2605556
Ophioglossum_polyphyllum,-18.2780556,48.2605556
Thelypteris_interrupta,-18.2755556,48.2577778
Pteridium_aquilinum,-18.2755556,48.2577778
Salvinia_molesta,-18.2733334,48.2597222
Lycopodiella_cernua,-18.2733334,48.2597222
Isoetes,-18.2472222,47.1938889
Isoetes,-18.23,47.2038889
Lycopodium,-18.228,47.211
Asplenium_correardii,-18.2166667,47.2833333
Asplenium_ambohitantelense,-18.2166667,47.2833333
Asplenium_boiteaui,-18.2166667,47.2833333
Cyathea_dregei,-18.2166667,47.2833333
Arthropteris_monocarpa,-18.2166667,47.2833333
Asplenium_buettneri,-18.2166667,47.2833333
Cyathea_boivinii_boivinii,-18.2166667,47.2833333
Elaphoglossum_spathulatum,-18.2166667,47.2833333
Elaphoglossum_lancifolium,-18.2166667,47.2833333
Asplenium_protensum,-18.2166667,47.2833333
Ctenitis_subcrenulata,-18.2166667,47.2833333
Athyrium_scandicinum,-18.2166667,47.2833333
Cyathea_bullata_bullata,-18.2166667,47.2833333
Blechnum_microbasis,-18.2166667,47.2833333
Blechnum_tabulare,-18.2166667,47.2833333
Didymochlaena_madagascariensis,-18.2166667,47.2833333
Cyrtomium_caryotideum,-18.2166667,47.2833333
Asplenium_sandersonii,-18.2166667,47.2833333
Elaphoglossum_lepervanchii,-18.2166667,47.2833333
Pellaea,-18.2052778,47.0872222
Actiniopteris,-18.2052778,47.0872222
Cheilanthes_lanceolata,-18.2052778,47.0872222
Selaginella,-18.2052778,47.0872222
Salvinia,-18.2047222,48.2677778
Pteridium_aquilinum,-18.2047222,48.2794445
Salvinia,-18.2047222,48.2794445
Blechnum_bakeri,-18.2,47.2833333
Blechnum_biforme,-18.2,47.2833333
Amauropelta_bergiana,-18.2,47.2833333
Cyathea_remotifolia,-18.2,47.2833333
Cyathea_boivinii_boivinii,-18.2,47.2833333
Elaphoglossum_lepervanchii,-18.2,47.2833333
Elaphoglossum_coursii,-18.2,47.2833333
Asplenium_rutaefolium,-18.2,47.2833333
Schizaea_dichotoma,-18.1977777,47.2841666
Lastreopsis_boivinii,-18.1972222,47.285
Schizaea_dichotoma,-18.19722,47.285
Asplenium_viviparioides,-18.19722,47.285
Blechnum_biforme,-18.1833333,47.2833333
Pteris_elongatiloba,-18.1783334,47.2833333
Blechnum_punctulatum,-18.1666667,47.2666667
Blechnum_integrifrons,-18.1666667,47.2666667
Elaphoglossum_conforme,-18.1666667,47.2666667
Blechnum_attenuatum_attenuatum,-18.1666667,47.2666667
Elaphoglossum_lepervanchii,-18.1666667,47.2666667
Dryopteris_manniana,-18.1666667,47.2833333
Asplenium_boiteaui,-18.1666667,47.2833333
Asplenium_affine_mettenii,-18.1666667,47.2833333
Microlepia_madagascariensis,-18.1666667,47.2833333
Ctenitis_ochrorachis_violacea,-18.1666667,47.2833333
Cyathea_remotifolia,-18.1666667,47.2833333
Cyathea_boivinii_boivinii,-18.1666667,47.2833333
Lindsaea_grandiareolata,-18.1666667,47.2833333
Ctenitis_madagascariensis,-18.1666667,47.2833333
Didymochlaena_madagascariensis,-18.1666667,47.2833333
Dicranopteris_linearis,-18.1511111,48.2497222
Lycopodiella_cernua,-18.1511111,48.2497222
Lygodium_lanceolatum,-18.1511111,48.2497222
Osmunda_regalis,-18.1511111,48.2497222
Cyclosorus_interruptus,-18.1511111,48.2497222
Salvinia_molesta,-18.1511111,48.2497222
Dryopteris_subcrenulata,-18.15,47.2
Pityrogramma_humbertii,-18.15,47.2333333
Pteris_elongatiloba_remotivenia,-18.15,47.2333333
Elaphoglossum_schizolepis,-18.15,47.2333333
Cyathea_dregei,-18.15,47.2333333
Pellaea_angulosa,-18.15,47.2333333
Blechnum_tabulare,-18.15,47.2333333
Asplenium,-18.15,47.25
Elaphoglossum_coursii,-18.15,47.3
Grammitis_obtusa,-18.15,47.3
Microsorum_pappei,-18.15,47.3
Lepisorus_excavatus,-18.15,47.3
Loxogramme_abyssinica,-18.15,47.3
Thelypteris_confluens,-18.15,47.3
Athyrium_scandicinum,-18.15,47.3
Christella_multifrons,-18.15,47.3
Pseudocyclosorus_pulcher_pulcher,-18.15,47.3
Pteris_cretica,-18.15,47.3
Elaphoglossum_aubertii,-18.15,47.3
Pleopeltis_macrocarpa,-18.15,47.3
Cyclosorus_interruptus,-18.15,47.3
Nephrolepis_cordifolia,-18.15,47.3
Nephrolepis_undulata,-18.15,47.3
Elaphoglossum_leucolepis,-18.15,47.3
Aleuritopteris_farinosa,-18.15,49.3833333
Pteris_heteroclita,-18.15,49.3833333
Cyclosorus,-18.1483333,48.2436111
Salvinia,-18.1483333,48.2436111
Cyathea_melanocaula,-18.14166,49.38333
Alsophila_hyacinthei,-18.1227778,47.19
Cyathea_melleri,-18.1166667,48.5333333
Blechnum_biforme,-18.1166667,48.5333333
Cyathea_orthogonalis,-18.1166667,48.5444444
Cyathea_remotifolia,-18.1166667,48.5444444
Cyathea_bellisquamata_bellisquamata,-18.1166667,48.5444444
Blotiella,-18.1125,47.1944444
Didymochlaena_madagascariensis,-18.1102778,47.1933333
Athyrium,-18.1102778,47.1933333
Ctenitis_fibrillosa,-18.1102778,47.1933333
Asplenium_rutifolium,-18.1102778,47.1933333
Didymochlaena_madagascariensis,-18.1052778,47.2469444
Asplenium_erectum,-18.1,47.1833333
Christella_dentata,-18.0969444,44.5472222
Adiantum_capillus-veneris,-18.0969444,44.5472222
Blechnum_bakeri,-18.0833333,47.2666667
Blechnum_attenuatum_attenuatum,-18.0833333,47.2666667
Asplenium_aethiopicum,-18.0822223,44.5388889
Platycerium_quadridichotomum,-18.0808334,44.54
Microgramma_mauritiana,-18.0775,44.5308334
Microsorum_punctatum,-18.0775,44.5308334
Doryopteris_kitchingii,-18.0666667,47.0333333
Pityrogramma_calomelanos,-18.0666667,49.3833333
Adiantum_incisum,-18.062222,44.529444
Microsorum_punctatum,-18.061944,44.513333
Pellaea_dura,-18.061944,44.531667
Platycerium_quadridichotomum,-18.061944,44.5325
Microgramma_mauritiana,-18.061944,44.5325
Adiantum_incisum,-18.06,44.519167
Lygodium_kerstenii,-18.06,44.519167
Microgramma_mauritiana,-18.06,44.519167
Nephrolepis_undulata,-18.06,44.519167
Christella_dentata,-18.06,44.519167
Asplenium_polyodon,-18.055,44.509167
Adiantum_lunulatum,-18.055,44.515278
Pellaea_dura,-18.054444,44.509167
Asplenium_aethiopicum,-18.050278,44.519167
Microsorum_punctatum,-18.05,44.5166667
Asplenium_polyodon,-18.05,44.5166667
Christella_dentata,-18.048611,44.501667
Sphaerostephanos_unitus,-18.048611,44.501667
Arthropteris_paucivenia,-18.048611,44.520278
Arthropteris_paucivenia,-18.0475,44.524722
Microgramma_mauritiana,-18.0475,44.525833
Microgramma_mauritiana,-18.034722,44.476389
Microgramma_mauritiana,-18.0327778,44.5025
Stenochlaena_tenuifolia,-18.029444,44.493611
Lygodium_kerstenii,-18.02,44.494167
Pellaea_tripinnata,-18.0166667,46.8
Doryopteris_concolor,-18.013333,44.500833
Lycopodium,-18.0018888,44.4619444
Blechnum_biforme,-18,47.15
Pteris_linearis,-18,48.6666667
Cyathea_similis_similis,-18,48.78333
Blechnum_biforme,-18,48.7833333
Cyathea_approximata,-18,48.7833333
Enterosora_uluguruensis,-17.9997222,48.7825
Cyathea,-17.995,48.59944
Asplenium,-17.9947222,48.5975
Lepisorus_excavatus,-17.9930555,48.5908333
Asplenium,-17.9925,48.59388
Microlepia_madagascariensis,-17.9925,48.59388
Pteris_elongatiloba,-17.9925,48.59388
Lindsaea_goudotiana,-17.9925,48.59388
Asplenium,-17.9905555,48.595
Elaphoglossum_spathulatum,-17.9905555,48.595
Arthropteris_monocarpa,-17.9905555,48.595
Osmunda_regalis,-17.99055,48.595
Ptisana,-17.99055,48.595
Lindsaea,-17.99055,48.595
Microsorum_punctatum,-17.9902777,48.5927777
Alsophila_similis,-17.9902777,48.5927777
Blechnum,-17.9902777,48.5927777
Huperzia,-17.99027,48.59277
Blotiella_natalensis,-17.98972,48.59555
Diplazium_nemorale,-17.98972,48.59555
Microsorum_punctatum,-17.98972,48.59555
Arthropteris_monocarpa,-17.98972,48.59555
Saccoloma_henriettae,-17.98972,48.59555
Parapolystichum_boivinii,-17.98972,48.59555
Pityrogramma_calomelanos,-17.9891666,48.5933333
Cyathea_madagascariensis,-17.98888,48.61138
Microlepia_madagascariensis,-17.9886111,48.5980555
Cyathea,-17.98861,48.59805
Alsophila_decrescens,-17.9883333,48.5919444
Oleandra_distenta,-17.9883333,48.5919444
Microsorum_punctatum,-17.9883333,48.5919444
Pteris_pseudolonchitis,-17.9880555,48.5911111
Alsophila_melleri,-17.9880555,48.5911111
Alsophila_dregei,-17.9880555,48.5911111
Cyathea,-17.98805,48.58583
Asplenium_nidus,-17.9866666,48.6055556
Cyathea_pseudobellisquamata,-17.9866666,48.6055556
Blechnum_microbasis,-17.9833333,48.6333333
Cyathea_melleri,-17.9833333,48.6333333
Schizaea_dichotoma,-17.9805556,47.1977777
Cyathea_boivinii_boivinii,-17.975,47.2
Cyathea_dregei,-17.975,47.2
Loxogramma,-17.9716667,48.5822223
Polypodium_perludens,-17.97166,48.58222
Microsorum_punctatum,-17.97166,48.58222
Selaginella_lyallii,-17.97166,48.58222
Polypodium_schraderi,-17.97166,48.58222
Blechnum_biforme,-17.9666667,47.2
Cyathea_boivinii_boivinii,-17.9666667,47.2
Cyathea_similis_similis,-17.9666667,48.5166667
Cyathea_boivinii_boivinii,-17.9666667,48.5166667
Cyathea_boivinii_boivinii,-17.9666667,48.5333333
Cyathea_orthogonalis,-17.9666667,48.5333333
Oleandra_distenta,-17.9666667,48.5333333
Cyathea_melleri,-17.9666667,48.5333333
Lomariopsis_crassifolia,-17.9666667,48.5333333
Elaphoglossum_coriaceum,-17.9666667,48.5333333
Dennstaedtia_madagascariensis_hirsuta,-17.9666667,48.5333333
Davallia_chaerophylloides,-17.9666667,48.5333333
Asplenium_friesiorum,-17.9666667,48.5333333
Lastreopsis_boivinii,-17.9666667,48.7333333
Ceradenia_deltodon,-17.9666667,48.7333333
Cyathea_boivinii_boivinii,-17.96666,48.53333
Pteris_cretica,-17.95916,47.12583
Davallia_chaerophylloides,-17.956944,44.467778
Asplenium_adiantoides,-17.9527778,47.1263889
Cyathea_orthogonalis,-17.9436111,48.4555556
Microsorum_punctatum,-17.939722,44.469444
Cyathea_bellisquamata_bellisquamata,-17.9333333,49.2833333
Lygodium_lanceolatum,-17.93333,49.21666
Cyathea_boivinii_var._boivinii,-17.931667,49.203333
Bolbitis_auriculata,-17.9316667,49.2033333
Cyathea_marattioides,-17.9316667,49.2033333
Cyathea_serratifolia,-17.9316667,49.2033333
Cyathea_longipinnata,-17.9316667,49.2033333
Cyathea_remotifolia,-17.9316667,49.2033333
Vittaria_humblotii,-17.9316667,49.2033333
Asplenium_bipartitum,-17.9316667,49.2033333
Cyathea_boiviniiformis,-17.9316667,49.2033333
Lomariopsis_christensenii,-17.9316667,49.2033333
Cyathea_boivinii_boivinii,-17.93166,49.20333
Sphenomeris_goudotiana,-17.9314,49.2033
Selaginella_lyallii,-17.9314,49.2033
Lindsaea_goudotiana,-17.93138,49.20333
Selaginella_polymorpha,-17.93138,49.20333
Cyathea_melleri,-17.93,49.2
Cyathea_serratifolia,-17.93,49.2
Cyathea_remotifolia,-17.93,49.2
Ctenitis_brevipetiolulata,-17.9253,49.2061
Microgramma_mauritiana,-17.921944,44.481389
Huperzia,-17.9172223,49.3147222
Lomariopsis_pollicina,-17.9166667,47.0833333
Microsorum_punctatum,-17.9166667,47.2166667
Tectaria_fibrillosa,-17.9166667,49.2
Vittaria_isoetifolia,-17.9166667,49.2166667
Lomariopsis_christensenii,-17.9166667,49.2166667
Nephrolepis_biserrata,-17.9166667,49.2166667
Cyathea_serratifolia,-17.9166667,49.2166667
Cyathea_melleri,-17.9166667,49.2166667
Nephrolepis_undulata,-17.91,44.478889
Elaphoglossum_nidusoides,-17.91,49.2030556
Cyathea_serratifolia,-17.91,49.22
Davallia_chaerophylloides,-17.901944,44.490556
Lomariopsis_longicaudata,-17.8833333,49.2166667
Nephrolepis_undulata,-17.8833333,49.2166667
Elaphoglossum_coriaceum,-17.8833333,49.2166667
Cyathea_dregei,-17.8819445,47.0786111
Ophioglossum,-17.881111,44.468333
Selaginella_echinata,-17.8725,44.470833
Pityrogramma_calomelanos,-17.870278,44.489444
Cyathea_boivinii_hildebrandtii,-17.8666667,47.55
Cyathea,-17.8527778,49.2497222
Humata_repens,-17.85,49.2
Stenochlaena_tenuifolia,-17.847222,44.459444
Christella_gueinziana,-17.8333333,48.4166667
Cyathea_orthogonalis,-17.8333333,48.4166667
Pityrogramma_calomelanos,-17.8333333,48.4166667
Phymatosorus_scolopendria,-17.83333,49.46666
Pellaea,-17.83,47.0261111
Blechnum_biforme,-17.8,48.5333333
Blechnum_tabulare,-17.8,48.5333333
Blechnum_microbasis,-17.8,48.5333333
Asplenium_diplazisorum,-17.8,48.6
Pneumatopteris_humbertii,-17.7833333,48.5333333
Cyathea_serratifolia,-17.7666667,48.65
Dicranopteris,-17.7666667,48.6611111
Cyathea_serratifolia,-17.7666667,48.8
Cyathea_marattioides,-17.7666667,48.9
Cyathea_approximata,-17.7666667,48.9
Cyathea_viguieri,-17.7666667,48.9
Cyathea_similis_similis,-17.7666667,48.9
Cyathea_boivinii_boivinii,-17.76666,48.8
Cyathea_similis_similis,-17.76666,48.9
Blechnum_xiphophyllum,-17.7577778,48.7102778
Microsorum_polycarpon,-17.75777,48.71027
Pellaea_angulosa,-17.75777,48.71027
Humata_repens,-17.75777,48.71027
Lomaridium_xiphophyllum,-17.754667,48.706167
Asplenium_sandersonii,-17.7519444,48.7169445
Elaphoglossum_spatulatum,-17.7519444,48.7169445
Asplenium_sulcatum,-17.7519444,48.7169445
Adiantum_phanerophlebium,-17.7519444,48.7169445
Lepisorus_excavatus,-17.75194,48.71694
Lindsaea_chinensis,-17.75194,48.71694
Asplenium_aethiopicum,-17.75194,48.71694
Dryopteris_subcrenulata,-17.75194,48.71694
Equisetum_ramosissimum,-17.75194,48.71694
Selaginella_polymorpha,-17.75194,48.71694
Thelypteris_afzelii,-17.75194,48.71694
Cyathea_serratifolia,-17.75194,48.71694
Cyathea_orthogonalis,-17.75194,48.71694
Thelypteris,-17.75194,48.71694
Pyrrosia_rhodesiana,-17.75194,48.71694
Cyathea_melleri,-17.75,48.75
Cyathea_serratifolia,-17.75,48.75
Elaphoglossum_decaryanum,-17.75,48.8333333
Blechnum_biforme,-17.75,48.8333333
Blechnum_biforme,-17.75,48.85
Blechnum_xiphophyllum,-17.75,48.85
Pteris_bonapartei,-17.7475,48.71305
Pellaea_angulosa,-17.7475,48.71305
Davallia_chaerophylloides,-17.7475,48.71305
Humata_repens,-17.7475,48.71305
Nephrolepis_undulata,-17.7475,48.71305
Nephrolepis_biserrata,-17.7475,48.71305
Phymatosorus_scolopendria,-17.7475,48.71305
Lindsaea,-17.7475,48.71305
Microsorum_punctatum,-17.7475,48.71305
Schizaea_dichotoma,-17.7475,48.71305
Adiantum_phanerophlebium,-17.7475,48.7130556
Asplenium_erectum,-17.7475,48.7130556
Elaphoglossum_lancifolium,-17.7475,48.7130556
Elaphoglossum_sieberi,-17.7475,48.7130556
Asplenium_pellucidum,-17.7475,48.7130556
Arthropteris_monocarpa,-17.7475,48.7130556
Haplopteris_scolopendrina,-17.745,48.97388
Haplopteris_scolopendrina,-17.745,48.9738889
Davallia_chaerophylloides,-17.745,48.97833
Monogramma_graminea,-17.7333333,49
Schizaea_dichotoma,-17.7333333,49
Cyathea_serratifolia,-17.7333333,49
Lindsaea_odontolobia,-17.7333333,49
Cyathea_marattioides,-17.7333333,49
Cyathea_longipinnata,-17.7333333,49
Grammitis,-17.7333333,49
Elaphoglossum_forsythii-majoris,-17.7333333,49
Vittaria,-17.7333333,49
Lycopodium,-17.71666,49.48333
Actiniopteris_radiata,-17.7163889,47.0147222
Selaginella_echinata,-17.71638,47.01472
Asplenium_variabile,-17.715,48.77194
Ctenitis_cirrhosa,-17.715,48.77194
Asplenium_warneckei,-17.715,48.7719445
Cyathea_marattioides,-17.70888,49.45916
Osmunda_regalis,-17.7041667,47.9361111
Selaginella_polymorpha,-17.70194,49.46027
Blechnum_tabulare,-17.7,47.0666667
Blechnum_bakeri,-17.7,47.0666667
Elaphoglossum_zakamenense,-17.7,48.9
Elaphoglossum_forsythii-majoris,-17.7,48.9
Selaginella_lyallii,-17.7,48.9
Blechnum_biforme,-17.7,48.9
Phymatosorus_scolopendria,-17.7,49.48333
Asplenium_nidus,-17.7,49.4833333
Osmunda_regalis,-17.6875,49.00055
Christella_distans,-17.6875,49.00055
Sphaerostephanos_unitus,-17.6875,49.00055
Monogramma_graminea,-17.6855555,48.9952777
Asplenium_nidus,-17.6855555,48.9952777
Asplenium_sandersonii,-17.6855555,48.9952777
Asplenium_pellucidum,-17.6855555,48.9952777
Asplenium_gilpinae,-17.6855555,48.9952777
Asplenium_herpetopteris_herpetopteris,-17.6855555,48.9952777
Blechnum_xiphophyllum,-17.6855555,48.9952777
Blechnum_biforme,-17.6855555,48.9952777
Blotiella_madagascariensis,-17.6855555,48.9952777
Elaphoglossum_zakamenense,-17.6855555,48.9952777
Elaphoglossum_subsessile,-17.6855555,48.9952777
Elaphoglossum_sieberi,-17.6855555,48.9952777
Elaphoglossum_achroalepis,-17.6855555,48.9952777
Bolbitis_humblotii,-17.6855555,48.9952777
Lastreopsis_perrieriana,-17.6855555,48.9952777
Elaphoglossum_nidusoides,-17.6855555,48.9952777
Abrodictyum_cupressoides,-17.6855555,48.9952777
Abrodictyum_rigidum,-17.6855555,48.9952777
Ceradenia_deltodon,-17.6855555,48.9952777
Cyathea_boiviniiformis_madagascarica,-17.6855555,48.9952777
Cyathea_poolii,-17.6855555,48.9952777
Tectaria_biformis,-17.6855555,48.9952777
Arthropteris_monocarpa,-17.6855555,48.9952777
Lygodium_lanceolatum,-17.6855555,48.9952777
Saccoloma_henriettae,-17.6855555,48.9952777
Elaphoglossum,-17.6855555,48.9952777
Ophioderma_pendula,-17.6855555,48.9952777
Asplenium_friesiorum,-17.6855555,48.9952777
Microsorum_scolopendria,-17.6855555,48.9952777
Ctenitis_subcrenulata,-17.6855555,48.9952777
Elaphoglossum_marojejyense,-17.6855555,48.9952777
Arthropteris_orientalis,-17.6855555,48.9952777
Lindsaea_leptophylla,-17.6855555,48.9952777
Elaphoglossum_spatulatum,-17.6855555,48.9952777
Asplenium_cuneatum,-17.6855555,48.9952777
Antrophyum_boryanum,-17.6855555,48.9952777
Antrophyum_malgassicum,-17.68555,48.99527
Vittaria_ensiformis,-17.68555,48.99527
Pityrogramma_calomelanos,-17.68555,48.99527
Asplenium_bipartitum,-17.68555,48.99527
Hymenasplenium_unilaterale,-17.68555,48.99527
Lastreopsis,-17.68555,48.99527
Rumohra_adiantiformis,-17.68555,48.99527
Elaphoglossum_conforme,-17.68555,48.99527
Abrodictyum_angustimarginatum,-17.68555,48.99527
Didymoglossum_lenormandii,-17.68555,48.99527
Hymenophyllum_hirsutum,-17.68555,48.99527
Hymenophyllum_sibthorpioides,-17.68555,48.99527
Huperzia_megastachya,-17.68555,48.99527
Xiphopteris,-17.68555,48.99527
Loxogramme_abyssinica,-17.68555,48.99527
Ctenopteris_zenkeri,-17.68555,48.99527
Platycerium_madagascariense,-17.68555,48.99527
Microsorum_punctatum,-17.68555,48.99527
Schizaea_dichotoma,-17.68555,48.99527
Selaginella_goudotiana_goudotiana,-17.68555,48.99527
Selaginella_polymorpha,-17.68555,48.99527
Pseudocyclosorus_pulcher_pulcher,-17.68555,48.99527
Sphaerostephanos_arbuscula_arbuscula,-17.68555,48.99527
Cyathea_similis_similis,-17.68555,48.99527
Cyathea_decrescens_decrescens,-17.68555,48.99527
Cyathea_emilei_emilei,-17.68555,48.99527
Cyathea_madagascarica,-17.68555,48.99527
Cyathea_viguieri,-17.68555,48.99527
Cyathea_boivinii_boivinii,-17.68555,48.99527
Diplazium_sylvaticum,-17.68555,48.99527
Nephrolepis_biserrata,-17.68555,48.99527
Humata_repens,-17.68555,48.99527
Oleandra_distenta,-17.68555,48.99527
Lindsaea_millefolia,-17.68555,48.99527
Lindsaea_grandiareolata,-17.68555,48.99527
Lindsaea_madagascariensis,-17.68555,48.99527
Lindsaea_subtilis,-17.68555,48.99527
Lindsaea_odontolobia,-17.68555,48.99527
Cyathea_longipinnata,-17.68555,48.99527
Cochlidium_serrulatum,-17.68555,48.99527
Hymenophyllum_inaequale,-17.68555,48.99527
Stenochlaena_tenuifolia,-17.68555,48.99527
Cyathea_perrieriana,-17.68555,48.99527
Belvisia_spicata,-17.68555,48.99527
Blotiella_coursii,-17.68555,48.99527
Cyathea_melleri,-17.68555,48.99527
Lindsaea_goudotiana,-17.68555,48.99527
Davallia_chaerophylloides,-17.68555,48.99527
Selaginella_fissidentoides_fissidentoides,-17.68555,48.99527
Blotiella_lanceifolia,-17.68555,48.99527
Odontosoria_melleri,-17.68555,48.99527
Osmunda_regalis_obtusifolia,-17.68555,48.99527
Lomariopsis_pollicina,-17.68555,48.99527
Crepidomanes_bipunctatum,-17.68555,48.99527
Vittaria_scolopendrina,-17.68555,48.99527
Phymatosorus_scolopendria,-17.68333,49.45
Antrophyum_malgassicum,-17.6761111,48.7588889
Blechnum_longipinnum,-17.6761111,48.7588889
Elaphoglossum_humbertii,-17.6761111,48.7588889
Ceradenia_deltodon,-17.6761111,48.7588889
Asplenium_inaequilaterale,-17.6761111,48.7588889
Arthropteris_parallela,-17.6761111,48.7588889
Elaphoglossum_aubertii,-17.6761111,48.7588889
Asplenium_gilpinae,-17.6761111,48.7588889
Elaphoglossum_subsessile,-17.6761111,48.7588889
Hymenasplenium_unilaterale,-17.67611,48.75888
Didymoglossum_montanum,-17.67611,48.75888
Hymenophyllum_sibthorpioides,-17.67611,48.75888
Grammitis_holophlebia,-17.67611,48.75888
Ctenopteris_villosissima,-17.67611,48.75888
Stenogrammitis_micropecten,-17.67611,48.75888
Pleopeltis_macrocarpa,-17.67611,48.75888
Huperzia_squarrosa,-17.67611,48.75888
Lindsaea_odontolobia,-17.67222,48.98888
Lindsaea_odontolabia,-17.67222,48.98888
Asplenium_petiolulatum,-17.6675,48.75277
Asplenium_afzelii,-17.6675,48.75277
Elaphoglossum_spatulatum,-17.6675,48.75277
Didymochlaena_madagascariensis,-17.6675,48.75277
Trichomanes_mannii,-17.6675,48.75277
Vandenboschia_radicans,-17.6675,48.75277
Grammitis_synsora,-17.6675,48.75277
Diplazium_zakamenense,-17.6675,48.75277
Tectaria_fibrillosa,-17.6675,48.75277
Pteris_janssenii,-17.6675,48.75277
Hymenasplenium_obscurum,-17.6675,48.75277
Pteris_dentata,-17.6675,48.7527778
Asplenium_erectum_zeyheri,-17.6675,48.7527778
Polyphlebium_borbonicum,-17.6675,48.7527778
Selaginella_goudotiana_goudotiana,-17.6675,48.7527778
Ptisana_boivinii,-17.6675,48.7527778
Cyathea_orthogonalis,-17.6675,48.7527778
Lomariopsis_holttumii,-17.6675,48.7527778
Lindsaea_goudotiana,-17.6675,48.7527778
Alsophila_decrescens,-17.666667,48.816667
Saccoloma_henriettae,-17.6666667,48.75
Blechnum_bakeri,-17.6666667,48.75
Blechnum_tabulare,-17.6666667,48.75
Blechnum_simillimum,-17.6666667,48.75
Lastreopsis_boivinii,-17.6666667,48.75
Cyathea_approximata,-17.6666667,48.75
Arthropteris_monocarpa,-17.6666667,48.75
Elaphoglossum_didynamum,-17.6666667,48.75
Cyathea_serratifolia,-17.6666667,48.75
Pteris_tripartita,-17.6666667,48.75
Cyathea_orthogonalis,-17.6666667,48.75
Pteris_laurea,-17.6666667,48.75
Cyathea_boivinii_boivinii,-17.6666667,48.75
Pellaea_angulosa,-17.6666667,48.75
Ceradenia_deltodon,-17.6666667,48.75
Pyrrosia_rhodesiana,-17.6666667,48.8166667
Alsophila_decrescens,-17.6666667,48.8166667
Cyathea_decrescens_quadrata,-17.66666,48.75
Cyathea_melleri,-17.66666,48.75
Adiantum,-17.66666,48.81666
Blotiella_madagascariensis,-17.66666,48.81666
Ophioglossum,-17.66666,48.81666
Schizea,-17.66666,48.81666
Phlegmariurus_cavifolius,-17.66666,48.81666
Asplenium,-17.66666,48.81666
Antrophyum_malgassicum,-17.66277,48.98472
Vittaria_humblotii,-17.66277,48.98472
Ophioderma_pendula,-17.66277,48.98472
Vittaria_scolopendrina,-17.66277,48.98472
Cyathea_orthogonalis,-17.66111,48.65833
Blotiella_madagascariensis,-17.6555556,48.9061111
Ctenopteris,-17.6555556,48.9061111
Rumohra,-17.65555,48.90611
Rumohra_adiantiformis,-17.65555,48.90611
Ophioglossum_palmatum,-17.65555,48.90611
Xiphopteris,-17.65555,48.90611
Selaginella_polymorpha,-17.65555,48.90611
Christella_distans,-17.65555,48.90611
Cyathea_similis_leptoderma,-17.65555,48.90611
Lindsaea_odontolobia,-17.65555,48.94611
Blechnum_bonapartei,-17.6544444,48.9805556
Odontosoria_chinensis,-17.65361,48.96388
Sphenomeris_chinensis,-17.6536,48.9639
Pteris_heteroclita,-17.6475,48.99055
Vittaria_scolopendrina,-17.6475,48.99055
Asplenium_bipartitum,-17.6475,48.99055
Blotiella,-17.6475,48.99055
Ptisana_fraxinea,-17.6475,48.99055
Vittaria_humblotii,-17.6475,48.99055
Hymenophyllum_hirsutum,-17.6475,48.9905555
Saccoloma_henriettae,-17.6475,48.9905555
Cyathea_boivinii_boivinii,-17.6416666,48.8333333
Huperzia_phlegmaria_tardieuae,-17.6402777,49.4863889
Blotiella_lanceifolia,-17.6333333,48.8333333
Nephrolepis_biserrata,-17.6333333,48.8333333
Zygophlebia_goodmannii,-17.6333333,48.8333333
Blechnum_attenuatum_attenuatum,-17.6333333,48.8333333
Tectaria_magnifica,-17.6333333,48.8333333
Diplazium_zakamenense,-17.6333333,48.8333333
Christella_modesta,-17.6333333,48.8333333
Asplenium_nidus,-17.6333333,49.5
Cyathea_coursii,-17.63333,48.83333
Phymatosorus_scolopendria,-17.63333,49.5
Nephrolepis_biserrata,-17.63333,49.5
Cyclosorus_interruptus,-17.6294445,48.4955555
Elaphoglossum_subsessile,-17.6272223,48.9466666
Salvinia_molesta,-17.6269445,48.4952777
Nephrolepis_cordifolia,-17.6166667,48.7166667
Salvinia_molesta,-17.6111111,48.4955555
Abrodictyum_cupressoides,-17.6094444,48.7861111
Grammitis_kyimbilensis,-17.60944,48.78611
Hymenophyllum_hirsutum,-17.60944,48.78611
Pteris_biaurita,-17.6,46.9166667
Trachypteris_drakeana,-17.6,46.9166667
Nephrolepis_undulata,-17.6,46.9166667
Marsilea_minuta,-17.5866666,48.3861111
Elaphoglossum,-17.5588889,48.8986111
Lindsaea_leptophylla,-17.55,48.4166667
Cyathea_orthogonalis,-17.55,48.4166667
Lomariopsis_crassifolia,-17.55,48.4166667
Elaphoglossum_subsessile,-17.55,48.4166667
Elaphoglossum_decaryanum,-17.5475,48.73111
Elaphoglossum_humbertii,-17.5475,48.73111
Elaphoglossum,-17.5475,48.73111
Hymenophyllum_polyanthos,-17.5475,48.73111
Huperzia_squarrosa,-17.5475,48.73111
Grammitis_kyimbilensis,-17.5475,48.73111
